Sequence No.,V,D,air density,humidity,I,S_a,S_b,y (% relative to rated power)
803,11.50986,208.5014,1.266493436,99.181286,0.044452469,0.125878663,0.135584801,79.50333333
804,11.6481,208.7866,1.266394115,99.299711,0.05061495,0.115221816,0.138095118,80.69666667
805,11.67358,208.8191,1.266379057,99.39136,0.047178192,0.107783884,0.11681654,77.64333333
806,11.07444,209.8171,1.266549731,99.462771,0.048648961,0.140542507,0.118894765,75.06333333
807,10.72412,208.9515,1.266772404,99.547473,0.044011453,0.133673083,0.115609174,72.01
808,11.07074,209.224,1.266805579,99.58933,0.042518892,0.099979568,0.125621469,74.10666667
809,10.1802,209.3887,1.267258649,99.654989,0.05910601,0.140589079,0.115828128,68.76333333
810,10.02002,210.2806,1.266709966,99.688516,0.045766306,0.154625489,0.114655483,66.67666667
811,10.30463,210.0537,1.26657297,99.691291,0.044912287,0.100536889,0.121675179,64.76
812,10.3844,209.9684,1.267254141,99.690697,0.047638747,0.087733511,0.129863592,62.64666667
813,10.33334,209.0462,1.266732023,99.692284,0.044398636,0.112866279,0.114193687,63.76666667
814,10.27634,209.356,1.266681125,99.687127,0.036621463,0.100231731,0.126972555,63.65
815,9.961655,207.7373,1.266658616,99.691094,0.036126899,0.106437257,0.107972038,57.08
816,10.22447,205.7761,1.266784029,99.689705,0.04111418,0.085538368,0.117274292,53.41
817,10.16625,207.5059,1.267234028,99.690102,0.046180519,0.097315059,0.106411494,51.21666667
818,9.979346,208.5705,1.266740961,99.690102,0.037975475,0.081711177,0.104358615,54.69
819,10.03136,207.198,1.266704639,99.688315,0.031314059,0.083474383,0.110695242,54.38
820,9.911308,204.8418,1.267052572,99.691093,0.043209645,0.147429988,0.132356156,49.38333333
821,9.601754,206.7554,1.266853033,99.689902,0.042356615,0.148848743,0.123524018,48.02666667
822,9.533588,209.9101,1.266836483,99.691689,0.052841984,0.140737635,0.120958519,52.21666667
823,10.12367,208.7313,1.266525142,99.691291,0.03125332,0.103268681,0.110689903,55.54
824,10.10479,206.4646,1.266371129,99.687524,0.031931252,0.113948243,0.128490419,52.35
825,10.37173,203.988,1.266174622,99.688514,0.032491928,0.115186915,0.145808296,53.96666667
826,10.19448,202.6517,1.266206223,99.687722,0.03523548,0.11523975,0.145807125,53.18
827,10.24851,201.8741,1.266184416,99.689111,0.040397355,0.130167105,0.125776994,57.23333333
828,10.51042,204.0977,1.266721274,99.692878,0.027656345,1.32E-05,0.140937961,58.12333333
829,10.38363,204.8051,1.266401142,99.68792,0.028947555,0.008982932,0.124226574,57.82666667
830,10.45712,205.8636,1.266350317,99.691291,0.030413728,0.025605039,0.131437679,57.31333333
831,10.3809,207.8136,1.266183573,99.687921,0.028210685,0.072618,0.13294834,56.61666667
832,10.51832,206.6838,1.26622883,99.687325,0.032846823,0.040497745,0.138007798,57.51333333
833,10.73397,205.7742,1.266578353,99.687326,0.029940087,0.065790963,0.142479543,67.7
834,10.8269,207.5067,1.266371844,99.691293,0.023159658,0.141686957,0.12767423,67.60666667
835,10.62043,208.5963,1.266435759,99.694862,0.026154967,0.249978244,0.118492875,64.53
836,10.42501,211.4883,1.266233657,99.689111,0.028508308,0.293391943,0.130577008,58.39333333
837,10.10561,208.9389,1.266198382,99.692086,0.023034265,0.213854238,0.137585232,58.54
838,9.989386,208.9604,1.266176968,99.687921,0.022782922,0.226763437,0.148795146,56.14333333
839,9.988873,208.5107,1.266652684,99.690894,0.022083342,0.167983597,0.131130541,57.5
840,9.889302,208.118,1.266662223,99.687325,0.027292927,0.1222571,0.125719171,56.27
841,10.0464,207.6845,1.26671134,99.689507,0.02871974,0.103384165,0.131162726,58.52
842,10.18181,203.9862,1.266928169,99.690895,0.03194048,0.007491476,0.146086892,50.83333333
843,10.41471,204.7605,1.266811712,99.691092,0.035737721,0.048859669,0.146810979,53.27
844,10.40358,205.7968,1.266708179,99.692285,0.027586312,0.029046766,0.142265464,45.82666667
845,9.664916,204.6942,1.266954794,99.692086,0.044536755,0.177386144,0.170254424,39.84
846,9.41947,207.4542,1.266938625,99.688711,0.050375923,0.132450441,0.134659408,40.75666667
847,9.160616,208.0593,1.266916304,99.689702,0.03983338,0.13171892,0.143676907,42.80666667
848,9.707949,207.9,1.266838466,99.693277,0.036417507,0.095434895,0.145295348,43.06333333
849,9.976635,208.1834,1.266697542,99.689308,0.027274938,0.043998124,0.138923499,49.89333333
850,9.765753,209.0522,1.266618134,99.687921,0.025912216,0.110677057,0.131930058,51.76666667
851,9.463465,206.4626,1.266870713,99.687524,0.021190283,0.021597692,0.153598746,50.02
852,9.222478,205.6346,1.266754756,99.690499,0.021604129,0.010658372,0.157158284,47.14
853,9.378202,203.182,1.266816743,99.687326,0.030151025,0.111209812,0.190320191,46.54
854,9.453986,206.5879,1.266145879,99.686533,0.041292202,0.069340971,0.164180478,45.36
855,8.902515,212.3462,1.265666263,99.688118,0.03087322,0.357266464,0.136288758,37.17
856,8.978524,216.0833,1.266604149,99.682761,0.050788526,0.348160149,0.176982323,33.26
857,8.968837,216.2181,1.266895326,99.687126,0.056231393,0.330406481,0.179472664,38.81
858,9.077261,217.5545,1.26593293,99.682958,0.043375551,0.333214596,0.236506649,40.40666667
859,8.145215,213.9676,1.266377018,99.685936,0.042264471,0.418452357,0.164173408,38.66
860,7.744334,212.6169,1.266453328,99.68653,0.041308239,0.393964025,0.160327182,31.00666667
861,7.414074,213.0679,1.265897899,99.688318,0.042580328,0.459415077,0.168332962,27.34666667
862,7.551352,212.6959,1.265850012,99.679388,0.038927254,0.421724066,0.179354157,26.02666667
863,7.807224,212.7258,1.265850272,99.681965,0.043743461,0.383603518,0.202641401,23.68333333
864,7.381114,212.2178,1.265055747,99.682957,0.051455688,0.410202133,0.202520718,24.60666667
865,7.63984,215.8993,1.265582218,99.686333,0.048959769,0.357996132,0.216536896,24.33666667
866,7.519836,217.2806,1.264302926,99.686729,0.047034975,0.267447406,0.245586434,21.53333333
867,7.745537,220.7398,1.264193565,99.686331,0.035485932,0.231080934,0.281927186,21.29
868,5.979572,254.5225,1.260503948,99.676808,0.063480463,0.07962118,0.056790292,10.98
869,4.562842,258.9676,1.259868047,99.671255,0.074569687,0.296352671,0.015493465,2.096666667
870,5.479234,263.7963,1.26088583,99.663124,0.028658002,0.19036476,0.051626873,6.466666667
871,5.552003,269.8019,1.25984045,99.666892,0.046246175,0.33199127,0.154900627,9.213333333
872,5.468456,271.2928,1.259192596,99.661536,0.05311406,0.351822668,0.234245393,4.963333333
873,5.41843,258.8587,1.259281478,99.662725,0.0557503,0.388258227,0.0887659,6.033333333
874,5.582124,258.8424,1.25898404,99.663321,0.059578075,0.000688654,0.103383024,5.593333333
875,5.474759,262.3003,1.261001434,99.653006,0.030254921,0.215356007,0.027628249,6.73
876,5.516476,259.631,1.260633369,99.662131,0.027805704,0.146774425,0.070262806,5.25
877,5.670869,262.2709,1.260663255,99.659951,0.026670427,0.122612992,0.093184258,4.26
878,5.716724,261.4718,1.26104051,99.661537,0.037816221,0.139763726,0.15502996,5.446666667
879,6.209813,264.3656,1.261966264,99.663122,0.044140894,0.120695134,0.225549684,9.056666667
880,6.74956,266.9705,1.262547736,99.658561,0.061468036,0.161611592,0.25521632,16.56333333
881,6.55855,271.1905,1.262671546,99.65757,0.055726022,0.129481741,0.267682855,14.53666667
882,7.491623,275.3971,1.264146305,99.660939,0.059746466,0.016897119,0.092150885,23.03666667
883,8.050087,276.3799,1.264700564,99.66233,0.053601098,0.034986371,0.10633759,33.27666667
884,7.967598,275.1984,1.265312283,99.662132,0.052271751,0.049133371,0.094481473,32.42
885,8.305188,273.4679,1.265463503,99.66471,0.040490703,0.029791121,0.147097642,37.67
886,8.014625,273.9754,1.266329284,99.658164,0.069007808,0.005389695,0.12195384,30.86
887,7.48965,270.4138,1.267225501,99.663519,0.05425367,0.01715105,0.134280735,24.83333333
888,7.439015,268.2885,1.267318828,99.663521,0.059371274,0.031463076,0.091544628,26.16333333
889,6.912613,262.0806,1.268171079,99.662727,0.058675554,0.000185584,0.079060725,16.25
890,6.541597,258.5442,1.268300712,99.662131,0.039428721,0.093383048,0.090269157,11.19666667
891,6.334838,264.9617,1.268070026,99.666295,0.042245295,0.167714358,0.147965864,12.36333333
892,5.941175,263.2272,1.267380732,99.661535,0.058973503,0.21872832,0.180440523,12.14666667
893,6.14038,281.4981,1.267932956,99.65955,0.095070354,0.167597255,0.180952966,12.75666667
894,5.2552,287.0715,1.267441608,99.662328,0.034860995,0.130567266,0.100450069,7.45
895,5.831147,277.973,1.266799304,99.660348,0.041794745,0.001429228,0.18408766,11.65666667
896,5.933957,261.2068,1.26687505,99.661734,0.036090808,0.142930657,0.13096502,10.24666667
897,6.000776,256.6634,1.267009793,99.661735,0.033920496,0.211436912,0.126930942,11.80666667
898,6.508589,262.2448,1.266171938,99.660742,0.037799068,0.154445531,0.137702848,13.31666667
899,6.207776,270.2819,1.265912642,99.659355,0.052373974,0.245598422,0.15251207,16.95333333
900,7.040155,285.0061,1.267014964,99.660543,0.091834896,0.248749525,0.278137964,21.42
901,8.329279,290.1527,1.267032343,98.611379,0.034355026,0.098702701,0.217275126,32.94333333
902,8.457527,293.4937,1.266720588,95.735251,0.020808518,0.072500684,0.1825652,36.65666667
903,8.323505,293.7041,1.267323268,93.222932,0.020469261,0.057141177,0.203161703,33.28
904,8.012684,292.9875,1.267364452,91.122617,0.047892716,0.160766808,0.193793777,30.49333333
905,7.306757,290.9307,1.267332553,90.955192,0.060002817,0.371185139,0.231391687,19.74333333
906,8.625921,292.0258,1.266621472,88.641834,0.067435744,0.106430655,0.196596021,36.43
907,7.808763,289.6215,1.265799788,86.960475,0.047182646,0.126241506,0.079739673,37.28
908,7.011558,286.8441,1.266154322,88.221496,0.041980199,0.159038351,0.147650743,25.66666667
909,7.135042,287.0776,1.265919689,88.227249,0.051634552,0.099689719,0.147519767,24.71333333
910,6.66991,288.3672,1.266404933,89.006234,0.050861361,0.20035581,0.16835837,17.43
911,6.575279,289.6795,1.266211855,89.303787,0.039095132,0.184555568,0.290950179,14.98333333
912,6.482429,286.4274,1.266154026,89.938761,0.027589319,0.144080684,0.257608403,14.20666667
913,7.125676,287.4327,1.265780221,90.84272,0.033242278,0.123918256,0.230865561,21.98
914,7.429135,284.8798,1.266286962,91.254929,0.033670219,0.036695269,0.157706245,25.61666667
915,6.492854,285.5666,1.266350318,91.18907,0.044116162,0.058225919,0.102376033,17.11666667
916,7.312467,282.9164,1.266585634,91.967862,0.039278632,0.053209099,0.217669124,22.24333333
917,7.579693,285.1165,1.266710315,92.681586,0.030423515,0.073142413,0.246067908,24.11666667
918,7.563975,286.2157,1.266908097,93.034878,0.031248107,0.063579876,0.212318451,25.37333333
919,7.510437,286.8046,1.267360359,93.02615,0.02150731,0.122150474,0.198310599,23.44333333
920,7.513532,286.3794,1.267374121,92.557805,0.02179477,0.130274867,0.225227084,23.01666667
921,7.529684,285.4288,1.267585476,91.979367,0.023359998,0.13799573,0.210335241,26.45333333
922,7.4377,283.1121,1.267596001,91.875025,0.017714979,0.149661605,0.212052393,27.13
923,7.281255,288.4847,1.267556117,92.147185,0.042554944,0.238158736,0.25105334,20.75666667
924,7.472264,291.8379,1.267526712,91.71891,0.041278935,0.222129557,0.29425625,18.05333333
925,7.592011,291.4718,1.267506226,91.043469,0.021550061,0.191185914,0.259267296,17.67
926,7.647458,291.7149,1.267533814,90.426151,0.023365764,0.094382934,0.278163955,16.58666667
927,7.057814,293.9526,1.267503333,90.472766,0.026049298,0.127482849,0.239969332,16.54
928,7.085321,295.6341,1.267475383,90.802851,0.021905006,0.196324366,0.272687294,23.20666667
929,6.808712,293.7926,1.267452374,91.21942,0.017683682,0.155779939,0.229611168,14.20333333
930,6.728212,291.1076,1.267482053,91.120833,0.025371258,0.136171541,0.224762912,10.36
931,6.261315,292.3572,1.267679139,91.233902,0.027842266,0.114539728,0.232250693,6.336666667
932,5.872463,293.9922,1.26740366,91.027797,0.029348469,0.113081869,0.234216741,5.556666667
933,5.47184,289.6537,1.267839234,91.501302,0.067040155,0.086119659,0.269307552,4.976666667
934,5.068634,285.2649,1.268183364,92.235854,0.031599342,0.141970324,0.162042803,5.086666667
935,4.909943,283.8944,1.268308031,92.505236,0.031382666,0.125672263,0.274519881,3.846666667
936,4.8642,281.8293,1.268140032,91.93156,0.028635068,0.063998977,0.288219128,3.593333333
937,4.914819,282.6434,1.268910074,91.234496,0.019827096,0.020817477,0.245689287,3.916666667
938,4.027699,277.0622,1.268923027,90.446581,0.023120715,0.016570499,0.111121733,1.756666667
939,4.949993,226.3069,1.271545886,84.92245,0.090103198,0.003664289,0.230301978,3.46
940,5.865583,209.0828,1.275333838,93.662314,0.066739436,0.279082194,0.158730123,11.21
941,7.751215,206.059,1.276095757,94.767419,0.115621319,0.06533513,0.170685581,28.93666667
942,8.602617,205.9762,1.276288054,95.518833,0.055955287,0.168493409,0.139572559,40.27333333
943,10.11688,197.3626,1.279853317,97.134336,0.034736945,0.059777434,0.064313286,65.9
944,9.353453,198.3254,1.280282163,97.290055,0.041091541,0.026026525,0.028270723,48.30333333
945,9.08698,195.7862,1.280873304,97.351944,0.063030974,0.080955933,0.042050414,48.50666667
946,9.940098,200.0551,1.281832222,97.439823,0.070500381,0.036743824,0.016584978,60.60666667
947,10.32757,201.4763,1.28289764,97.447956,0.06064659,0.003671539,0.00705085,58.70333333
948,10.54236,202.5412,1.284168682,97.489809,0.050356182,0.005015339,0.043352746,57.43333333
949,10.32463,201.4723,1.285403927,97.070264,0.038404388,0.02350364,0.03056386,58.34666667
950,9.574231,203.1923,1.285123872,96.545781,0.054303223,0.021494405,0.026807362,49.73666667
951,9.408323,209.9845,1.2854055,96.513447,0.071441712,0.070084028,0.065016148,45.1
952,8.428545,201.7889,1.285164496,96.859202,0.090281122,0.019927722,0.027871204,41.29666667
953,8.10539,206.7059,1.285415677,97.128583,0.087110787,0.045606797,0.076466936,28.11666667
954,7.988369,208.4487,1.285582513,97.227569,0.099990298,0.023540222,0.034940856,36.03
955,7.855678,206.9819,1.285538888,97.266052,0.070707722,0.058755834,0.065358245,26.08666667
956,8.152288,204.2184,1.285710835,97.311476,0.084121255,0.082525207,0.051021954,27.89
957,7.897604,201.4668,1.285181073,97.264267,0.108075475,0.060082194,0.050738861,33.25666667
958,8.055861,197.2509,1.284790088,97.046061,0.101440665,0.075764607,0.015023545,31.01333333
959,8.662467,187.6485,1.284482427,96.849304,0.090148384,0.028665387,0.015466076,42.64
960,9.146774,186.8007,1.285539244,96.814569,0.060088858,0.063001522,0.038607895,44.89333333
961,9.364504,194.1134,1.286349769,96.642185,0.058352295,0.061923392,0.033408504,38.34666667
962,8.333529,197.4379,1.285641487,96.224227,0.102960258,0.061186334,0.034326432,42.37333333
963,9.065151,203.031,1.284940493,95.494633,0.065573524,0.052686182,0.049586446,37.20666667
964,8.825816,199.9047,1.283958865,94.448444,0.101992246,0.030945074,0.049620944,51.89333333
965,8.517626,198.3929,1.283083226,93.139416,0.084154035,0.072307606,0.044963947,45.51
966,9.052913,194.3592,1.283270412,91.349549,0.065836135,0.057476068,0.060417809,51.36
967,9.088472,192.2648,1.282431773,89.568015,0.069454524,0.092045095,0.046454685,41.92666667
968,9.153815,197.1607,1.281506104,87.262391,0.073953909,0.057421189,0.043531807,31.82333333
969,9.132435,202.3903,1.281149793,86.815468,0.068446104,0.078175534,0.047692068,33.79666667
970,10.00976,199.9847,1.281395195,87.416918,0.061970087,0.074623893,0.048360151,42.85666667
971,9.384473,201.8251,1.281333026,86.694465,0.079255148,0.08706798,0.046496344,40.32
972,8.09721,197.202,1.281118439,87.069975,0.079350949,0.075396986,0.032645834,29.10666667
973,7.89539,194.2032,1.281246903,88.93026,0.063666228,0.197871075,0.046503359,23.12333333
974,7.762779,190.3822,1.281160928,88.672584,0.096464501,0.131177949,0.057319178,17.06333333
975,6.61674,181.3946,1.281049837,88.622397,0.060727352,0.16420777,0.073353566,14.82
976,7.11331,177.4876,1.281091243,88.982432,0.063207902,0.189785763,0.069450641,12.36333333
977,6.820484,172.0883,1.281478255,89.669577,0.08241119,0.158817399,0.052804046,15.38333333
978,6.678523,172.0441,1.282667297,91.849434,0.057447897,0.217192844,0.058054096,15.53666667
979,6.695716,170.8945,1.282715356,92.293578,0.057828767,0.208405064,0.058447328,13.50333333
980,6.347701,168.097,1.282685158,92.198364,0.063416582,0.250059032,0.061084428,12.69
981,6.386756,166.9121,1.282255381,91.128767,0.050365209,0.131597939,0.088447496,11.95333333
982,7.035504,164.092,1.282356868,90.886362,0.046617428,0.117404541,0.080814955,12.99
983,6.703704,164.2787,1.282789693,91.893672,0.06571124,0.197925202,0.077922722,14.41666667
984,7.191019,162.9788,1.283013102,92.537372,0.048840825,0.176496957,0.068857189,17.31333333
985,7.626576,165.9638,1.282873413,92.15631,0.039553923,0.187505979,0.103151595,20.98
986,7.995506,166.3462,1.282762448,91.75759,0.038470448,0.165807771,0.097534369,24.43
987,8.270512,170.5664,1.282531353,91.282104,0.0395184,0.212275774,0.111073235,26.12333333
988,8.230976,170.2343,1.28247887,91.279327,0.042722868,0.194736307,0.066827675,30.67666667
989,8.600291,174.0408,1.282535878,91.760567,0.059830708,0.207002223,0.093882172,32.01
990,9.155227,177.8438,1.281756152,89.576147,0.065698895,0.136624385,0.091439323,30.80666667
991,9.3906,178.9177,1.281612804,86.828562,0.071668466,0.155892264,0.092817728,37.21
992,9.419871,178.0355,1.281868669,87.339158,0.052940959,0.132035872,0.073170629,40.99333333
993,9.278743,181.1988,1.281842846,86.906718,0.055807408,0.125307068,0.069623025,46.22
994,9.547398,182.4713,1.281542899,85.068645,0.063398541,0.138274078,0.076598349,36.19666667
995,8.545983,178.2256,1.281816571,86.069609,0.058941517,0.174756265,0.060086806,35.15333333
996,8.64504,179.7254,1.281963737,86.215605,0.065467517,0.207679087,0.075337915,32.02
997,8.542133,180.2209,1.281830606,85.129149,0.089006926,0.143636321,0.081390272,28.72666667
998,8.505644,175.6195,1.281654552,85.448121,0.066971907,0.127866037,0.07736222,33.48666667
999,8.665811,174.7291,1.281692679,85.307678,0.064449455,0.094422128,0.069921802,35.37
1000,8.418873,172.6071,1.281978755,85.825813,0.05619536,0.163751581,0.078325465,34.72333333
1001,8.99976,173.7504,1.281676832,84.334092,0.071408238,0.14857884,0.079718254,39.03
1002,8.726117,172.6233,1.281663874,84.349366,0.073490649,0.153764019,0.074427169,35.14
1003,9.235342,172.9519,1.281262662,83.043116,0.055076488,0.142816413,0.10019348,35.35
1004,9.040772,169.4702,1.281420424,83.872689,0.0519229,0.11455407,0.06371009,36.13666667
1005,8.993216,166.6807,1.282120184,84.690559,0.050921628,0.178249573,0.081264714,37.07666667
1006,9.610495,171.7779,1.281480844,83.224424,0.055727515,0.167499788,0.070063518,42.82333333
1007,9.340847,168.1707,1.281985612,83.632467,0.044487293,0.152237025,0.078064695,36.72333333
1008,10.29227,171.4239,1.281683265,81.858668,0.056374833,0.126632919,0.087164312,48.04333333
1009,9.596493,170.0277,1.282788618,82.166733,0.041178043,0.153545353,0.07375716,50.47666667
1010,9.944878,168.4976,1.282609696,81.770988,0.045374272,0.159257377,0.0815301,36.02333333
1011,9.575338,165.719,1.282931967,82.779689,0.043169682,0.167617738,0.095952224,39.63333333
1012,9.605315,163.481,1.283214136,82.888788,0.051543005,0.152775883,0.09141217,37.06333333
1013,9.823622,163.6742,1.283113253,83.101439,0.067279217,0.171996046,0.092495919,47.30333333
1014,10.2722,164.9782,1.282623541,81.323868,0.056048325,0.119982199,0.086117897,42.56333333
1015,10.26808,161.6881,1.282865973,81.507754,0.060384278,0.05456326,0.069367643,48.15666667
1016,10.24086,163.0562,1.282697682,81.029295,0.052420568,0.089874739,0.073390574,47.56
1017,10.59335,168.9034,1.282393633,79.311234,0.059008104,0.096443389,0.067553423,46.03333333
1018,10.44174,171.7782,1.282391298,79.341389,0.055001389,0.091153696,0.058347913,56.43
1019,10.49354,170.5006,1.282699972,79.915857,0.050327735,0.089482586,0.066141174,66.10333333
1020,10.73183,172.784,1.282813436,79.444536,0.062990049,0.059698584,0.075022965,61.21333333
1021,10.90583,173.434,1.282898701,80.209045,0.061155749,0.048345791,0.059873368,60.51333333
1022,10.3413,174.6498,1.282995881,80.368334,0.076183565,0.09867625,0.05650606,51.31333333
1023,10.18205,177.3262,1.282975025,80.156479,0.045643451,0.085708367,0.05931292,45.00666667
1024,10.60484,181.9628,1.282922563,78.792108,0.105446287,0.060815484,0.057746165,46.67
1025,10.54354,188.0444,1.282860643,77.168671,0.067364775,0.077640862,0.06405029,37.32333333
1026,10.85362,186.6031,1.28304913,77.02287,0.075238381,0.050822268,0.058391888,43.30333333
1027,10.71843,184.3105,1.283135281,76.848704,0.049120039,0.054959603,0.041558179,56.24333333
1028,10.09637,181.7327,1.283058725,77.156767,0.062730001,0.106187187,0.054429443,65.79
1029,10.39817,178.8788,1.282793095,76.663429,0.054913643,0.073703328,0.048254737,60.66333333
1030,10.7723,176.1708,1.283319982,76.618794,0.049010759,0.019377264,0.0535924,59.17333333
1031,10.2888,177.8435,1.283351303,77.210127,0.067848243,0.066156099,0.052925857,58.74666667
1032,9.488614,181.6869,1.283208575,77.775077,0.070905698,0.067313475,0.08097813,48.68
1033,9.16995,178.7666,1.2832276,78.693323,0.06779507,0.089443185,0.061633006,43.79
1034,9.169485,178.5884,1.283338994,79.4612,0.053424985,0.059268548,0.046943014,33.29333333
1035,9.1329,174.4186,1.283755836,79.537373,0.058682478,0.089200369,0.055111914,43.32666667
1036,9.077565,172.6091,1.283137505,79.636357,0.05812182,0.032292661,0.032994299,39.09666667
1037,8.809039,171.7423,1.283225574,79.208084,0.070068392,0.05639764,0.036727258,35.20666667
1038,8.59187,172.1838,1.283752354,79.764702,0.091120815,0.052536024,0.034573898,30.26666667
1039,8.49477,172.2654,1.283955399,79.512379,0.049872745,0.042911109,0.022032367,28.89333333
1040,8.304563,173.1466,1.28393587,79.174162,0.039260597,0.02391665,0.055030375,26.51
1041,7.827834,180.679,1.283946442,79.151152,0.052893252,0.040517364,0.033566676,22.63
1042,7.87717,178.8354,1.283918758,79.594702,0.038707721,0.058466838,0.036005616,21.23333333
1043,7.952265,180.0723,1.283923448,79.629415,0.045961761,0.031953914,0.025595624,19.15333333
1044,7.681461,182.0827,1.284646975,79.858531,0.067205301,0.012255196,0.013734948,19.34333333
1045,7.608884,181.7232,1.2846103,80.221344,0.056762056,0.037542922,0.028264399,17.98666667
1046,7.434604,179.1378,1.283882521,80.858697,0.085387063,0.020653611,0.037278535,11.88333333
1047,7.138314,178.0877,1.283915482,81.128476,0.057531821,0.068823389,0.057376454,8.873333333
1048,6.672107,175.1867,1.283905861,81.399844,0.058517437,0.137578157,0.03582482,11.15
1049,6.354822,169.6228,1.283621958,82.686255,0.080732584,0.114945381,0.020245447,11.89333333
1050,6.139418,166.8183,1.283350269,81.815027,0.081836275,0.077692125,0.05291966,13.3
1051,5.939908,163.3954,1.283061936,82.893152,0.064548508,0.111466449,0.055932107,9.113333333
1052,6.459204,161.6496,1.282844057,81.114392,0.048294341,0.071617688,0.070495061,7.2
1053,6.464626,159.1197,1.282373519,80.143583,0.040902784,0.115200034,0.090253227,7.956666667
1054,5.920805,155.5088,1.282303952,80.703576,0.050968661,0.215313443,0.098472129,7.766666667
1055,5.59664,155.3744,1.282469331,81.948327,0.05851175,0.301328282,0.123767657,10.30666667
1056,5.969067,154.9623,1.282208173,80.915031,0.055013857,0.312514098,0.12566891,15.26333333
1057,7.11448,152.4597,1.282071707,80.025753,0.050397513,0.300593163,0.188575129,21.63
1058,7.743067,153.8249,1.281865114,79.152739,0.047343992,0.277826113,0.186599859,23.48
1059,8.150844,153.8777,1.282309183,78.543948,0.043277997,0.324200488,0.150731928,26.62333333
1060,8.730769,151.5752,1.281520136,78.317811,0.057045135,0.343103861,0.175777531,37.53
1061,8.857397,152.7314,1.28188425,78.172408,0.050874314,0.318352103,0.131883325,40.60666667
1062,9.116669,154.1993,1.282209111,78.332092,0.04107486,0.254839251,0.143332972,37.7
1063,9.497131,153.9561,1.282048131,77.521367,0.048010404,0.31966089,0.155712065,38.43666667
1064,8.874992,151.8752,1.282241435,78.1853,0.047752235,0.386593631,0.158750342,34.08666667
1065,8.989575,154.3362,1.282346029,78.443377,0.04738016,0.334027519,0.167572344,34.69333333
1066,9.088536,154.528,1.28229146,78.793496,0.040351537,0.351626154,0.135094533,45.27
1067,9.136846,156.1315,1.283024357,78.942469,0.046862046,0.34076,0.136893114,41.47666667
1068,9.057083,157.3081,1.282391773,79.080136,0.046760839,0.335088118,0.098193272,40.29333333
1069,9.308784,158.7507,1.28328755,79.050579,0.0612357,0.287725418,0.122867599,37.96666667
1070,10.09648,160.3205,1.282861963,77.611426,0.04884747,0.19500731,0.118970423,35.49666667
1071,10.41901,159.6713,1.283290932,76.877269,0.034064868,0.122893087,0.111671865,33.13333333
1072,10.20216,160.8064,1.283144035,76.772529,0.050461608,0.199593765,0.107505844,33.17
1073,9.340029,157.7661,1.283791801,77.218857,0.033814017,0.292671583,0.101060022,27.40666667
1074,9.1951,157.0585,1.283613405,77.82328,0.057836119,0.334613633,0.147662387,32.99333333
1075,9.729425,157.7627,1.283392182,76.857629,0.050002143,0.282893269,0.107908455,40.50666667
1076,9.921573,157.0854,1.283485248,76.280776,0.038384952,0.291033803,0.110205532,45.67
1077,9.956474,157.1402,1.283454821,75.674765,0.037868326,0.272072621,0.10076692,45.53
1078,10.31613,155.5979,1.28376421,75.000514,0.042140434,0.285353367,0.124210955,46.62
1079,10.37881,152.839,1.283477938,75.004681,0.043202284,0.299094525,0.1251114,50.78333333
1080,9.36197,150.262,1.283586116,76.15065,0.066897758,0.316976907,0.137049049,49.34333333
1081,9.500082,149.8095,1.283363499,76.242691,0.053409644,0.29129387,0.121024952,46.73666667
1082,9.631843,150.2465,1.283264572,76.126448,0.065194813,0.259429175,0.148450138,48.01333333
1083,9.202526,149.595,1.283470012,76.478353,0.07150892,0.30301425,0.146984658,54.01
1084,8.904295,149.8196,1.283953294,77.051634,0.058604235,0.341081516,0.153521907,49.87333333
1085,8.696862,148.6323,1.284224809,77.506291,0.063354771,0.372534584,0.137154483,48.31666667
1086,8.60738,147.248,1.284466372,77.117888,0.08078327,0.358478045,0.104823965,48.96
1087,8.290689,146.1337,1.284986546,77.129394,0.098177751,0.320485098,0.061626222,48.18333333
1088,8.553441,146.6462,1.285126373,77.471776,0.101855078,0.365331093,0.088898088,48.01666667
1089,8.264529,146.4924,1.28547787,77.750876,0.111289064,0.428835525,0.091653476,42.13333333
1090,8.566898,147.979,1.284934136,78.018475,0.102191178,0.461425102,0.10533172,43.51
1091,9.173896,148.9433,1.284842892,77.195052,0.071595176,0.448283533,0.149895677,51.34333333
1092,8.840941,147.3545,1.285218283,77.269638,0.078615161,0.466743188,0.146419126,57.40666667
1093,8.85451,147.8289,1.285312739,77.47376,0.072404673,0.427020106,0.16387432,52.32666667
1094,9.138257,149.9615,1.284855112,76.386704,0.044272392,0.336301609,0.137234604,48.81333333
1095,9.098577,148.4261,1.285028601,76.503544,0.058063134,0.374251262,0.146625456,48.22
1096,8.848095,147.9999,1.284230309,76.701912,0.067045245,0.403128439,0.108488064,46.94333333
1097,8.485227,147.4421,1.284430475,76.532904,0.081573033,0.409558088,0.126559347,40.35666667
1098,8.608439,147.3268,1.284203687,75.759073,0.077751913,0.478428079,0.1713967,39.63666667
1099,8.472861,146.9314,1.284331687,75.554355,0.097986324,0.478370881,0.191957081,39.48
1100,8.432827,147.3381,1.284299713,75.513693,0.097376396,0.44288873,0.211485398,37.84333333
1101,7.186913,144.7904,1.284399873,75.73864,0.163744712,0.587242876,0.11791469,32.49
