Sequence No.,V,D,air density,I,S_b,y (% relative to rated power)
9884,6.85,87.9,1.175021568,0.172262774,0.358132592,35.31515152
9885,5.01,64.1,1.177361967,0.229540918,0.25332575,21.21212121
9886,4.42,63.7,1.178456648,0.262443439,0.32405364,1.012121212
9887,3.74,52.55,1.179910991,0.29144385,-0.165883159,0.921212121
9888,3.64,51.24,1.180197601,0.214285714,-0.215031862,8.503030303
9889,4.58,64.87,1.180906234,0.209606987,0.262229533,6.036363636
9890,4.07,59.02,1.181726541,0.262899263,0.02745684,3.636363636
9891,3.76,45.26,1.183047687,0.223404255,-0.081202831,10.60606061
9892,3.79,47.95,1.183451819,0.240105541,-0.069238751,10.02424242
9893,3.69,48.69,1.183752289,0.235772358,-0.168047963,13.61212121
9894,5.78,39.65,1.185050829,0.26816609,0,14.91515152
9895,4.09,47.45,1.186787044,0.246943765,-0.332295236,11.57575758
9896,4.73,47.63,1.18738757,0.198731501,-0.158564861,18.91515152
9897,5.31,56.59,1.187727977,0.201506591,-0.004179174,29.72121212
9898,6.93,57.82,1.187758238,0.261183261,0.29065932,28.25454545
9899,8.84,66.22,1.186935293,0.108597285,0.508884187,22.98181818
9900,9.21,64.07,1.186744187,0.089033659,0.389117276,30.58181818
9901,7.89,61.22,1.187627452,0.163498099,0.359833015,24.4
9902,4.43,46.18,1.188679166,0.246049661,-0.154919766,9.115151515
9903,5.53,37.68,1.188991368,0.198915009,-0.012017505,17.6
9904,7.39,30.43,1.188959311,0.102841678,0.18481772,23.72727273
9905,8.59,27.51,1.189812146,0.07217695,0.298451735,33.84848485
9906,8.88,31.65,1.190351559,0.076576577,0.331176316,39.06666667
9907,7.05,40.91,1.189864288,0.195744681,-0.009431989,20.82424242
9908,5.13,45.65,1.190214337,0.231968811,-0.491319056,19.78181818
9909,4.36,53.9,1.189836161,0.224770642,0.208142501,14.43636364
9910,5.35,58.8,1.189862411,0.207476636,0.759872796,16.26060606
9911,7.01,133.1,1.184390323,0.069900143,0.290727072,13.60606061
9912,8.13,134.5,1.184998241,0.043050431,0.601979183,25.26666667
9913,8.2,138.3,1.182331962,0.036585366,0.682777564,23.33333333
9914,8.14,153.9,1.182868073,0.047911548,0.953092858,10.37575758
9915,3.72,12.87,1.159455355,0.088709677,0.017985767,-0.072727273
9916,4.04,24.23,1.159781708,0.091584158,-0.005491301,5.551515152
9917,4.42,25.79,1.160576273,0.07918552,0.02019314,2.442424242
9918,4.49,20.28,1.161931744,0.064587973,-0.034362255,3.563636364
9919,4.61,17.28,1.162985793,0.075921909,-0.028723203,6.278787879
9920,5.01,20.88,1.163725231,0.073852295,0.044784381,6.496969697
9921,5.54,31.82,1.164411071,0.115523466,0.052744014,19.12727273
9922,4.08,43.48,1.165581396,0.306372549,-0.337732766,20.66060606
9923,4.14,44.65,1.167075554,0.263285024,-0.195059997,13.44242424
9924,3.69,46.75,1.168462655,0.227642276,-0.420972648,9.981818182
9925,4.39,52.13,1.170601676,0.268792711,-0.025155762,11.92727273
9926,4.94,57.32,1.172982434,0.214574899,0.441243909,14.35151515
9927,5.78,60.49,1.174687234,0.114186851,0.213628148,5.648484848
9928,5.35,58.69,1.17562465,0.218691589,0.311481629,4.709090909
9929,5.52,59.26,1.176580184,0.182971014,0.575540034,2.345454545
9930,5.72,61.11,1.176775119,0.141608392,0.339170421,4.745454545
9931,5.75,63.92,1.17734964,0.146086957,0.429058839,2.6
9932,5.95,63.71,1.17791268,0.090756303,0.355508764,5.666666667
9933,4.21,56.23,1.179966359,0.185273159,0.547699987,-0.751515152
9934,3.62,91.7,1.178901486,0.124309392,1.252258526,0.727272727
9935,3.82,94.9,1.178124462,0.117801047,1.14632126,0.224242424
9936,4.28,97,1.17755309,0.119158879,0.645938589,2.466666667
9937,5.16,100.1,1.177948845,0.067829457,0.483846647,4.315151515
9938,5.43,104.1,1.177458701,0.084714549,0.701231466,2.903030303
9939,4.52,92.7,1.178047799,0.132743363,0.881060852,-0.890909091
9940,4.41,95.4,1.176902391,0.083900227,0.7686382,0.181818182
9941,4.94,102.1,1.176539216,0.113360324,0.588624439,3.387878788
9942,6.34,113.4,1.176002224,0.067823344,0.664850275,5.363636364
9943,6.11,110.9,1.177362181,0.062193126,0.625718101,4.490909091
9944,5.81,103.2,1.177782957,0.084337349,0.538110636,3.224242424
9945,5.24,95.5,1.177833854,0.09351145,0.512674168,3.690909091
9946,5.63,106.4,1.177463998,0.09946714,0.640323573,5.581818182
9947,5.76,108.1,1.178322326,0.085069444,0.670074729,4.678787879
9948,6.25,114.3,1.178035157,0.056,0.705138881,6.878787879
9949,6.75,122,1.176622962,0.05037037,0.794608861,4.56969697
9950,5.46,114.2,1.177127114,0.117216117,0.730361244,3.460606061
9951,4.56,119.1,1.177511532,0.11622807,0.574991243,1.836363636
9952,4.73,126.7,1.176721851,0.126849894,0.668950608,3.187878788
9953,4.74,127.8,1.175864219,0.080168776,0.58652347,0.721212121
9954,4.04,133,1.175620055,0.108910891,0.646350984,-0.193939394
9955,4.32,214.8,1.140798791,0.148148148,0.041519528,0.145454545
9956,3.98,218,1.140047351,0.208542714,0.085333031,2.666666667
9957,4.34,219.4,1.138759063,0.175115207,-0.060582757,0.581818182
9958,4.68,245.4,1.128735204,0.275641026,0.092059787,2.56969697
9959,3.81,220.9,1.126083352,0.165354331,0,2.151515152
9960,4.46,227.3,1.126248917,0.174887892,0.096701115,5.854545455
9961,5.37,209.8,1.12621362,0.119180633,0.154135582,0.321212121
9962,4.72,224.7,1.12519365,0.169491525,0.096172167,3.36969697
9963,4.33,242.5,1.125419059,0.205542725,0.088965745,0.587878788
9964,5.08,237,1.125029172,0.206692913,0.14452121,4.866666667
9965,5.07,227.5,1.124460176,0.189349112,0.1401444,3.6
9966,5.38,225.6,1.124465411,0.217472119,0.171608865,4.927272727
9967,5.52,241.8,1.124342669,0.155797101,0.167088525,2.642424242
9968,5.83,239,1.124795693,0.174957118,0.266868157,7.012121212
9969,5.67,218,1.124244487,0.139329806,0.154088666,2.266666667
9970,5.69,211.8,1.124075817,0.149384886,0.136858174,4.133333333
9971,5.9,221,1.124314997,0.201694915,0.080502048,5.454545455
9972,6.04,214.1,1.124785848,0.135761589,0.136500761,1.357575758
9973,6.9,219.4,1.125536689,0.088405797,0.202069249,15.84848485
9974,6.17,215.6,1.125776603,0.098865478,0.215308806,16.66666667
9975,6.71,215.4,1.126019317,0.090909091,0.248421219,17.4969697
9976,6.66,217.1,1.126336637,0.103603604,0.334081784,10.06060606
9977,6.78,217.1,1.126665708,0.067846608,0.362148522,13.46666667
9978,6.99,216.2,1.127209944,0.064377682,0.464884435,16.3030303
9979,7.27,215.9,1.127553909,0.048143054,0.49794585,16.88484848
9980,7.16,216.4,1.127484719,0.047486034,0.456447186,13.25454545
9981,7.58,214.9,1.127852002,0.046174142,0.500787263,18.2
9982,7.74,205.9,1.128973573,0.064599483,0.367416074,21.01212121
9983,7.95,209,1.128964805,0.037735849,0.370049787,38.10909091
9984,8.29,207.5,1.129307304,0.053075995,0.347321814,43.46060606
9985,8.82,207.8,1.129973042,0.045351474,0.423185029,47.58787879
9986,9.34,209.1,1.130587677,0.042826552,0.508173888,48.92121212
9987,10.18,208.3,1.131130712,0.042239686,0.588670496,62.92727273
9988,11.09,209.4,1.131110424,0.032461677,0.686923441,71.39393939
9989,10.56,211.1,1.131561586,0.03219697,0.636205254,54.26666667
9990,10.58,215.1,1.132458889,0.029300567,0.723161037,42.95757576
9991,10.66,216.8,1.13250232,0.027204503,0.763275131,49.78181818
9992,10.58,218.6,1.13326169,0.029300567,0.662930321,44.83636364
9993,10.57,219.5,1.134045411,0.029328288,0.627131672,41
9994,10.25,219.6,1.134373739,0.029268293,0.658597681,26.85454545
9995,10.44,220,1.135339685,0.034482759,0.773492006,35.64848485
9996,10.12,218.4,1.136216946,0.035573123,1.000516505,31.12121212
9997,9.69,215.5,1.137074826,0.040247678,0.859748599,38.53939394
9998,9.14,214.3,1.138589238,0.071115974,0.830072153,33.62424242
9999,9.74,216.8,1.139624236,0.046201232,0.801397986,36.36969697
10000,9.53,215.8,1.13920804,0.053515215,0.933504214,28.75151515
10001,10.7,219.8,1.144148568,0.027102804,0.765725843,41.45454545
10002,10.43,220.2,1.143728977,0.029721956,0.723657268,36.00606061
10003,10.07,222.5,1.143349878,0.027805362,0.791942018,28.46060606
10004,9.69,221.6,1.143476807,0.029927761,0.796518305,25.33939394
10005,8.94,219.5,1.148534636,0.036912752,0.711400146,20.51515152
10006,9.18,223,1.148491104,0.034858388,0.699509057,22.38787879
10007,8.89,223.7,1.149197359,0.028121485,0.740397241,23.52121212
10008,8.65,225.2,1.149217368,0.03699422,0.711214189,19.87272727
10009,8.75,223.5,1.149527852,0.038857143,0.81229294,14.79393939
10010,8.45,222.7,1.150406096,0.027218935,0.835867806,14.08484848
10011,8.92,226.8,1.149985666,0.039237668,0.933241688,16.96363636
10012,9.45,227.3,1.148014487,0.039153439,0.990571917,18.32121212
10013,9.74,228.8,1.146852524,0.033880903,0.946716552,23.81818182
10014,9.09,226.9,1.147766988,0.04950495,0.79679986,22.03030303
10015,8.01,221.6,1.151032086,0.041198502,0.671598488,16.73939394
10016,8.21,218.3,1.152590238,0.043848965,0.779539004,16.01212121
10017,8.72,217.4,1.153429651,0.047018349,0.757594817,20.56363636
10018,9.08,221.5,1.151333354,0.036343612,0.759647492,20.59393939
10019,9.08,220.9,1.151699435,0.052863436,0.790859669,19.89090909
10020,9.15,220.1,1.152616598,0.030601093,0.878889874,21.51515152
10021,9.76,219.1,1.153401571,0.037909836,0.951272923,29.61818182
10022,10.31,220.6,1.153119839,0.031037827,0.888813349,34.58181818
10023,10.65,219.8,1.153174384,0.03286385,0.872651813,37.67878788
10024,10.62,218.7,1.15486975,0.042372881,0.948196918,44.96969697
10025,10.41,216.3,1.155277355,0.050912584,0.856268585,47.37575758
10026,10.17,212.4,1.15697048,0.043264503,0.804459121,53.90909091
10027,10.37,213.3,1.15734405,0.048216008,0.841451344,54.40606061
10028,10.07,213.6,1.157434621,0.052631579,0.865616099,56.03030303
10029,10.07,215.4,1.156840657,0.074478649,0.836495404,57.6969697
10030,9.94,216.1,1.155630435,0.075452716,0.817297978,57.93333333
10031,8.98,215.7,1.155642835,0.082405345,0.790844112,55.55151515
10032,8.33,218.3,1.154769049,0.106842737,0.68118175,49.07272727
10033,7.57,220.5,1.153541152,0.100396301,0.641944261,37.24242424
10034,6.86,224.2,1.152483981,0.132653061,0.515166292,21.17575758
10035,6.18,224.7,1.151094076,0.163430421,0.431008461,17.22424242
10036,5.6,227.3,1.149723123,0.135714286,0.347036514,13.9030303
10037,5.83,230.5,1.147163454,0.193825043,0.345581396,14.38787879
10038,5.94,232.4,1.144404613,0.225589226,0.26162322,10.2
10039,6.95,233,1.142941924,0.129496403,0.242925552,11.6969697
10040,6.39,233.2,1.141729519,0.176838811,0.27338616,9.048484848
10041,7.17,232.6,1.140134005,0.10041841,0.297932033,12.87272727
10042,6.17,235.5,1.137836242,0.157212318,0.065764904,12.76969697
10043,6.75,239.7,1.135577987,0.127407407,0.149726074,10.23636364
10044,8.51,238.6,1.134124153,0.129259694,0.248286366,22.17575758
10045,9.88,236.2,1.132841589,0.108299595,0.277416695,23.38787879
10046,8.73,235.9,1.131379241,0.142038946,0.241676183,18.34545455
10047,9.82,234.4,1.131298087,0.083503055,0.284358629,25.62424242
10048,9.33,240.4,1.130194429,0.132904609,0.273259753,32.2
10049,7.34,239.1,1.128264173,0.177111717,0.215946561,39.47878788
10050,9.05,244.6,1.126439557,0.125966851,0.260089751,43.18787879
10051,9.62,248.7,1.124666178,0.084199584,0.251544373,55.86060606
10052,8.57,246.2,1.123439853,0.148191365,0.243553846,55.61212121
10053,8.94,244.7,1.122260524,0.146532438,0.194627935,57.74545455
10054,8.56,245.9,1.121215914,0.14953271,0.215081764,71.00606061
10055,10.59,252.5,1.120921372,0.09631728,0.201869498,57.66666667
10056,10.22,243.9,1.119933104,0.162426614,0.255383424,51.16363636
10057,10.74,247.8,1.120477653,0.109869646,0.286581123,44.13939394
10058,9.73,245.6,1.120157813,0.1336074,0.146248419,49.36363636
10059,9.95,247.6,1.11822143,0.16080402,0.183754306,49.96969697
10060,9.69,241.7,1.118249159,0.176470588,0.229195928,44.4969697
10061,10.72,236,1.117074043,0.132462687,0.266030681,37.6969697
10062,10.49,238.5,1.116624489,0.147759771,0.257920728,41.10909091
10063,9.46,237.8,1.117085495,0.11205074,0.282560293,43.52121212
10064,10.36,233.6,1.11553177,0.158301158,0.254131712,45.10909091
10065,11.13,243.9,1.114511825,0.144654088,0.240025171,86.21212121
10066,13.49,240.8,1.114262176,0.123795404,0.304852115,70.21212121
10067,11.3,250.8,1.114971447,0.103539823,0.275920389,67.16363636
10068,10.93,247.9,1.114506949,0.144556267,0.265182477,57.81818182
10069,12.79,244.7,1.114488577,0.096950743,0.296852056,58.27878788
10070,4.53,330.9,1.163886819,0.302428256,0.243311244,0.909090909
10071,4.34,319.7,1.16250139,0.225806452,0.608510151,5.678787879
10072,4.19,262.1,1.160247637,0.178997613,0.557469969,12.26060606
10073,5.03,271.7,1.160853429,0.220675944,0.617037265,21.06060606
10074,3.85,261.4,1.161333063,0.316883117,0.369492632,6.278787879
10075,5.15,235.1,1.16288987,0.378640777,0.241230049,5.412121212
10076,8.98,224.4,1.164697851,0.09688196,0.432855872,34.94545455
10077,8.69,219.4,1.164436356,0.123130035,0.509113264,18.64848485
10078,9.24,231.9,1.164566952,0.114718615,0.713979662,15.27272727
10079,7.25,277,1.166585686,0.177931034,0.24255675,27.08484848
10080,7.41,287.5,1.167147943,0.296896086,0.190821048,30.15757576
10081,9.89,258.3,1.164878298,0.132457027,0.468309452,23.4
10082,8.36,271.9,1.164923402,0.09569378,0.403915588,28.47272727
10083,6.17,285.8,1.16568123,0.231766613,0.08812647,46.36969697
10084,4.68,289.7,1.166211998,0.271367521,-0.014193212,44.27878788
10085,4.55,292.1,1.165952536,0.254945055,0.151506216,17.38181818
10086,4.21,303.6,1.165614204,0.361045131,-0.072663538,18.02424242
10087,5.82,325.4,1.165009217,0.238831615,0.245935494,23.07272727
10088,7.21,335.2,1.164257026,0.113730929,0.353213051,19.44848485
10089,7.55,324.8,1.163922064,0.193377483,0.332618954,30.69090909
10090,9.66,328.4,1.163316842,0.129399586,0.305161071,37.78787879
10091,7.82,328.6,1.163308538,0.144501279,0.26517662,25.30909091
10092,6.96,328,1.16262806,0.104885057,0.408811135,20.44242424
10093,5.96,322.2,1.162683173,0.129194631,0.223289366,15.03636364
10094,5.32,322.8,1.163987594,0.109022556,0.261101375,7.418181818
10095,6.64,343.8,1.163988441,0.109939759,0.382346275,6.787878788
10096,5.35,347.7,1.164051845,0.203738318,0.268900835,19.6
10097,4.81,196.3,1.170828274,0.064449064,0.764069363,-0.357575758
10098,4.18,189,1.17047527,0.145933014,0.264946922,3.363636364
10099,4.81,183.9,1.169365511,0.120582121,0.254131712,3.115151515
10100,4.26,174.8,1.166614091,0.133802817,0.236348557,1.284848485
10101,3.73,192.9,1.165097983,0.117962466,0.186245637,-0.896969697
10102,3.76,205.9,1.160922369,0.156914894,0.330620383,1.618181818
10103,4.22,207.6,1.148939661,0.073459716,0.198062519,1.103030303
10104,4.54,204.5,1.149159974,0.063876652,0.259178277,2.878787879
10105,5.34,202.6,1.149189216,0.06928839,0.222965264,1.909090909
10106,5.27,200.9,1.149626674,0.04743833,0.302029668,2.03030303
10107,4.95,201.3,1.150770108,0.062626263,0.429342865,2.951515152
10108,6.02,195.1,1.15142416,0.073089701,0.394670773,5.272727273
10109,6.79,186.6,1.151398673,0.045655376,0.484232933,11.45454545
10110,6.56,148.5,1.151267853,0.050304878,0.224269581,14.76969697
10111,6.15,144,1.15087262,0.05203252,0.168782181,17.55151515
10112,6.97,143.3,1.151031389,0.041606887,0.210431465,20.28484848
10113,8.33,144.7,1.151826991,0.111644658,0.348634788,23.71515152
10114,9.67,189.1,1.153760836,0.031023785,0.480202062,38.24848485
10115,10.35,192.1,1.155091976,0.032850242,0.544473373,44.28484848
10116,10.88,192.2,1.15497037,0.027573529,0.705318367,46.83030303
10117,10.97,191.5,1.155474932,0.023701003,0.712426834,48.79393939
10118,10.4,183.3,1.157520532,0.048076923,0.774025295,49.72121212
10119,10.13,186.4,1.158592879,0.03751234,0.798845042,50.55151515
10120,10.28,185.1,1.158600584,0.031128405,0.847259425,46.78181818
10121,10.4,140.3,1.158218913,0.043269231,0.816801337,49.75757576
10122,10.56,143.5,1.156212801,0.03030303,0.856892574,38.00606061
10123,9.91,142.8,1.156311511,0.037336024,0.781715549,41.51515152
10124,9.58,142.9,1.155576756,0.027139875,0.73535807,48.64242424
10125,9.66,143.6,1.15622339,0.030020704,0.740953212,38.19393939
10126,10.29,143.4,1.157136985,0.033041788,0.821122797,28.74545455
10127,10.85,142.7,1.156975481,0.026728111,0.784957627,66.00606061
10128,10.5,142.6,1.158074484,0.033333333,0.712123887,65.0969697
10129,9.48,142.5,1.160472298,0.047468354,0.725001906,59.58787879
10130,9.04,142.8,1.161431367,0.033185841,0.702143764,48.4
10131,9.04,143,1.162898655,0.034292035,0.719061058,46.78787879
10132,8.84,143.4,1.163045208,0.036199095,0.805939554,36.34545455
10133,9.02,143.6,1.161976817,0.036585366,0.839904978,34.48484848
10134,9.84,143.8,1.159750731,0.049796748,0.907413675,35.23636364
10135,10.01,143.2,1.158754581,0.038961039,0.895090676,35.13939394
10136,9.97,147.1,1.160085639,0.040120361,0.963905598,38.99393939
10137,10.46,149.7,1.15942363,0.028680688,0.996089456,39.6
10138,10.09,139.7,1.159813653,0.044598612,0.946225095,36.5030303
10139,9.12,142.3,1.161901851,0.04495614,0.889698222,33.72121212
10140,8.65,135,1.163430238,0.040462428,0.842341244,30.52121212
10141,9.12,139.8,1.163802839,0.047149123,0.850064517,34.91515152
10142,9.54,128.4,1.163850605,0.035639413,0.801590021,47.76363636
10143,9.44,142.1,1.164251562,0.038135593,0.8186322,52.64848485
10144,9.32,183,1.164645012,0.035407725,0.800443469,51.23636364
10145,9.42,190.1,1.164554004,0.032908705,0.813921212,49.43636364
10146,8.93,138.1,1.164876037,0.04031355,0.83205424,47.04242424
10147,8.6,132.4,1.165668026,0.045348837,0.795949927,39.97575758
10148,8.56,139.9,1.165879499,0.054906542,0.815360196,33.87272727
10149,9.15,155.5,1.16555727,0.053551913,0.769828964,39.03030303
10150,9.59,183,1.165394791,0.051094891,0.766923987,55.94545455
10151,8.92,186.9,1.16653428,0.053811659,0.761872384,59.15151515
10152,9.07,189.8,1.166438993,0.059536935,0.771017816,65.5030303
10153,8.67,189.9,1.166694959,0.069204152,0.770042802,59.16969697
10154,7.82,189.4,1.167757221,0.065217391,0.757631469,48.78787879
10155,7.68,193,1.168237841,0.05859375,0.836491218,55.21818182
10156,7.41,193.5,1.168202761,0.083670715,0.869377284,51.60606061
10157,6.47,183,1.168750531,0.078825348,0.902348512,45.87878788
10158,6.63,192.5,1.168595344,0.101055807,0.811967319,55.32727273
10159,6.81,194.8,1.16793534,0.091042584,0.910438059,44.98181818
10160,6.45,195,1.167970443,0.111627907,0.849566279,42.18181818
10161,7.39,196.1,1.167363676,0.101488498,0.850112841,44.53939394
10162,7.48,198.9,1.167032147,0.089572193,0.855073533,40.1030303
10163,7.21,199.7,1.167259908,0.087378641,0.857914008,41.11515152
10164,6.99,200.3,1.167387527,0.078683834,0.876925299,39.73939394
10165,7.11,199.8,1.166952273,0.077355837,0.872690919,38.55151515
10166,7.41,201.9,1.166421445,0.079622132,0.86052775,40.66666667
10167,7.75,202.9,1.165644177,0.061935484,0.814891422,43.29090909
10168,7.95,203.5,1.165516856,0.071698113,0.810291552,47.41212121
10169,7.71,204.3,1.165679903,0.059662776,0.730163323,54.1030303
10170,8.1,205.7,1.16537311,0.085185185,0.745737501,66.04242424
10171,8.05,208.2,1.165289771,0.09068323,0.712884452,68.82424242
10172,8.45,207,1.16484034,0.081656805,0.731143965,74.28484848
10173,8.65,206.8,1.164562163,0.068208092,0.838592332,78.92727273
10174,8.12,207,1.164892041,0.077586207,0.825328142,76.5030303
10175,8.27,209.1,1.165238453,0.090689238,0.765180228,73.26666667
10176,8.44,207.6,1.164991745,0.08056872,0.73217008,71.95757576
10177,8.13,207.4,1.165445407,0.094710947,0.7310496,76.88484848
10178,8.42,207.5,1.165867742,0.072446556,0.82796775,77.7030303
10179,8.72,206.4,1.165302093,0.065366972,0.797357524,79.15757576
10180,8.89,207.1,1.16508288,0.058492688,0.702367471,74.22424242
10181,8.75,208.1,1.165233938,0.070857143,0.712123887,74.82424242
10182,8.42,206.1,1.164155742,0.100950119,0.715949222,76.62424242
10183,7.8,208,1.162512617,0.134615385,0.720210899,61.03030303
10184,7.05,214.9,1.160708266,0.134751773,0.588134018,51.18181818
10185,6.6,220.4,1.159047758,0.140909091,0.546718174,35.67272727
10186,5.84,225.5,1.156999871,0.167808219,0.26638266,25.86666667
10187,6.55,225.3,1.154895777,0.132824427,0.266291008,19.83030303
10188,6.62,224.1,1.152682051,0.167673716,0.244493363,13.30909091
10189,6.39,225.7,1.149996683,0.186228482,0.2267036,10.66666667
10190,6.83,227.3,1.146740464,0.183016105,0.182948511,12.62424242
10191,7.78,229,1.144054411,0.218508997,0.203157154,19.04242424
10192,8.11,229.4,1.140851246,0.187422935,0.123902996,22.58181818
10193,8.78,231.3,1.139221024,0.173120729,0.320586049,42.88484848
10194,8.46,230.3,1.137186902,0.137115839,0.214858754,27.91515152
10195,10.68,232.2,1.136316619,0.152621723,0.324108086,40.20606061
10196,10.19,231.3,1.136316071,0.16781158,0.212577933,36.84242424
10197,10.37,230.7,1.135780686,0.142719383,0.287747718,29.2
10198,10.49,231.1,1.133898281,0.124880839,0.248428277,38.5030303
10199,11.61,231.3,1.133388245,0.120585702,0.257322676,56.46060606
10200,12.26,231.3,1.13386692,0.10685155,0.26933662,57.44242424
10201,10.63,233.7,1.132762475,0.15710254,0.31127942,68
10202,10.68,231.9,1.130451215,0.133895131,0.253060556,57.12727273
10203,12.05,236.7,1.129534523,0.146887967,0.251507893,60.83030303
10204,11.06,239.3,1.129011183,0.158227848,0.328390008,83.41818182
10205,11.26,237,1.128320507,0.157193606,0.276964293,86.55757576
10206,12.33,223.1,1.1257321,0.109489051,0.443135161,71.67878788
10207,13.07,223.3,1.125780088,0.118592196,0.401242394,65.41212121
10208,11.54,217.7,1.127346931,0.084055459,0.530084011,71.96363636
10209,12.92,216.5,1.128685721,0.101393189,0.531616516,73.52727273
10210,12.94,216.6,1.129363865,0.088871716,0.559208272,91.15151515
10211,13.33,218.1,1.130002454,0.086271568,0.515319454,96.52727273
10212,13.45,218.6,1.130447745,0.089219331,0.56271426,95.80606061
10213,13.2,216.6,1.130933959,0.081060606,0.525298238,97.65454545
10214,13.24,217.4,1.131539621,0.079305136,0.546991299,89.64242424
10215,12.58,217.7,1.132262082,0.083465819,0.529905313,81.30909091
10216,12.6,216.1,1.133005683,0.085714286,0.551437866,84.00606061
10217,12.72,217.8,1.133657075,0.08490566,0.59064345,82.04848485
10218,12.45,217.7,1.134152021,0.081927711,0.577425468,85.05454545
10219,12.52,215.4,1.134717576,0.07428115,0.589879334,96.05454545
10220,12.47,221.8,1.137168175,0.081796311,0.537458384,66.37575758
10221,12.04,220.7,1.137648413,0.087209302,0.552173686,72.35151515
10222,12.15,221,1.138231746,0.07654321,0.565289904,71.16363636
10223,12.05,221.9,1.139127406,0.087136929,0.546932526,66.32727273
10224,12.17,222.2,1.139401139,0.081347576,0.557184455,68.27272727
10225,12.55,220.9,1.139543312,0.090836653,0.585959507,83.61818182
10226,13.55,220.8,1.139312736,0.086346863,0.534931406,84.81818182
10227,13.49,222.1,1.139089756,0.090437361,0.546029016,70.86666667
10228,12.68,222.1,1.139342433,0.086750789,0.505308794,65.67272727
10229,12.48,224.1,1.13913112,0.109775641,0.582771392,59.52727273
10230,12.9,225.3,1.138288745,0.094573643,0.550124508,71.01818182
10231,12.8,224.4,1.137807655,0.0953125,0.480520638,75.09090909
10232,12.99,223.5,1.137614668,0.093148576,0.521884238,76.28484848
10233,13.1,222.5,1.137193086,0.092366412,0.487191326,74.4969697
10234,13.18,222.8,1.137202341,0.086494689,0.49018267,74.46060606
10235,12.63,221.9,1.137589665,0.098970705,0.479008097,81.16363636
10236,12.26,222.3,1.137760087,0.105220228,0.543265855,84.85454545
10237,12.88,221.1,1.13729776,0.114130435,0.496515611,84.5030303
10238,13.33,221,1.137612091,0.099774944,0.492322984,71.82424242
10239,12.78,220.2,1.138196209,0.093114241,0.507416105,72.07878788
10240,12.43,220.6,1.138669404,0.093322607,0.494313325,72.60606061
10241,12.29,219.4,1.139328908,0.097640358,0.588381247,77.55757576
10242,12.41,217.5,1.139650965,0.092667204,0.53128743,85.9030303
10243,12.56,216.6,1.14034489,0.077229299,0.52861367,81.16969697
10244,13.21,217.7,1.141151856,0.080242241,0.594065949,81.0969697
10245,12.8,217.9,1.141661051,0.08046875,0.577398354,79.10909091
10246,12.88,218.8,1.142020169,0.079968944,0.509492649,82.28484848
10247,12.96,219.3,1.141899561,0.097222222,0.584829039,85.71515152
10248,13.08,218.8,1.141626418,0.087155963,0.496502421,87.0969697
10249,13.19,219.1,1.141400229,0.103866566,0.512981848,78.92727273
10250,13.64,220.1,1.140217188,0.099706745,0.461715923,88.04848485
10251,13.71,220.6,1.139179866,0.12837345,0.423525087,91.74545455
10252,13.89,221,1.138753241,0.11087113,0.444669932,89.3030303
10253,13.98,221,1.138497898,0.113018598,0.472733313,93.41212121
10254,14.74,221.2,1.1383051,0.120081411,0.416460497,94.33333333
10255,12.24,260.9,1.154764589,0.123366013,0.313258043,95.24242424
10256,12.47,247.3,1.157203134,0.128307939,0.433301834,101.3636364
10257,14.25,241.8,1.157889681,0.116491228,0.387278985,101.5393939
10258,14.2,243.5,1.157415201,0.107746479,0.430148138,101.4969697
10259,14.74,244,1.15740409,0.108548168,0.427393563,101.6545455
10260,13.97,245.9,1.157325866,0.100214746,0.356227046,101.4121212
10261,14.46,248.3,1.156366716,0.093360996,0.359366047,101.3575758
10262,14.38,248.3,1.156276983,0.100139082,0.341631925,101.0666667
10263,13.84,251.4,1.156960323,0.106936416,0.367420967,100.5333333
10264,13.01,253,1.157620032,0.101460415,0.384922501,97.44848485
10265,12.23,252.9,1.15861312,0.097301717,0.385809203,90.54545455
10266,12.13,251.4,1.159112044,0.101401484,0.42891204,85.95151515
10267,11.91,253.1,1.159060782,0.111670865,0.428602469,84.32727273
10268,11.08,255.1,1.159314315,0.119133574,0.471725859,79.36969697
10269,11.14,254.5,1.159528485,0.140933573,0.508651622,84.07272727
10270,10.38,257.2,1.159976441,0.116570328,0.423026522,80.34545455
10271,10.52,256.8,1.160099372,0.11121673,0.396548397,74.7030303
10272,10.42,261.3,1.15992113,0.112284069,0.380387045,71.49090909
10273,9.99,264.9,1.159960879,0.134134134,0.348341261,81.29090909
10274,10.76,268.9,1.159418615,0.158921933,0.347915864,81.25454545
10275,11.12,269.1,1.159470262,0.150179856,0.271633287,85.27878788
10276,10.89,275.9,1.16007236,0.158861341,0.198284466,95.42424242
10277,8.48,297.8,1.164447961,0.181603774,-0.205028309,92.46060606
10278,8.98,290.6,1.166813894,0.250556793,-0.080162436,86.84242424
10279,8.11,298.4,1.168758323,0.155363748,-0.208965269,93.25454545
10280,7.42,295,1.170583424,0.208894879,-0.216599015,92.63030303
10281,9.1,296.2,1.171108502,0.174725275,-0.150969687,99.35757576
10282,9.36,293.2,1.171765124,0.200854701,-0.234029945,90.24242424
10283,8.67,292.9,1.172058705,0.15455594,-0.242468405,96.86666667
10284,8.73,290.8,1.172717326,0.238258877,-0.183071442,95.14545455
