Sequence No.,V,D,air density,I,S_b,y (% relative to rated power)
18064,16.42,192.6,1.142295448,0.068209501,0.23072566,101.4
18065,15.89,193.1,1.142060818,0.073631215,0.287635706,101.4969697
18066,15.94,191.5,1.141805747,0.082183187,0.299392682,101.3515152
18067,15.12,194.5,1.141984606,0.087301587,0.271561626,101.4969697
18068,14.69,196.2,1.1419283,0.084411164,0.217459145,101.369697
18069,14.98,194.7,1.141739512,0.095460614,0.24923938,101.5030303
18070,14.86,194.3,1.141395777,0.078734859,0.254720639,101.4606061
18071,14.37,193.3,1.141519571,0.079331942,0.299034295,101.4121212
18072,15.09,191.2,1.141020839,0.082836315,0.268810778,101.4363636
18073,14.93,192.9,1.140558954,0.074346952,0.235187395,101.4242424
18074,15.91,195.5,1.139748625,0.082966688,0.209194238,101.4969697
18075,16.04,197.2,1.139290726,0.085411471,0.195287465,101.430303
18076,16.53,196.7,1.139345788,0.079854809,0.229108293,101.4363636
18077,16.37,196.6,1.139481052,0.082467929,0.223951546,101.4787879
18078,16.48,195,1.139637981,0.074029126,0.250866637,101.4666667
18079,17.15,196.3,1.139085584,0.074052478,0.268108568,101.4787879
18080,16.68,195.6,1.139026003,0.088129496,0.228414431,101.4484848
18081,17.24,194.4,1.138341909,0.078306265,0.202191958,101.3939394
18082,17.58,193.3,1.13802027,0.080204778,0.223106529,101.4787879
18083,17.73,193.7,1.138225253,0.086858432,0.267268026,101.4121212
18084,17.61,191.4,1.138855924,0.074957411,0.277763881,101.430303
18085,17.37,187.3,1.139012832,0.077144502,0.268827994,101.4606061
18086,17.47,185.7,1.138661347,0.078420149,0.287359756,101.3515152
18087,17.56,191.5,1.138136404,0.079726651,0.261465108,101.3878788
18088,17.51,191.3,1.137433517,0.07938321,0.229664789,101.5090909
18089,17.95,190,1.136570516,0.073537604,0.270768243,101.4424242
18090,18.16,184,1.135922584,0.082048458,0.250946408,101.3272727
18091,18.34,179.7,1.134723206,0.07306434,0.292109974,101.430303
18092,18.11,180.2,1.134706194,0.072335726,0.257181524,101.3878788
18093,18.24,184.9,1.133880306,0.075109649,0.25660555,101.4363636
18094,19.14,187.2,1.132846862,0.070010449,0.265979428,101.3515152
18095,18.93,191.2,1.132272403,0.088748019,0.274420647,101.369697
18096,18.73,192.1,1.131885557,0.093966898,0.269493874,101.3878788
18097,19.84,191.8,1.130904198,0.079637097,0.330122851,101.2848485
18098,19.64,192.8,1.130205994,0.069755601,0.256257586,101.4727273
18099,19.62,193.9,1.129787192,0.077981651,0.298869349,101.4242424
18100,19.42,195,1.129425097,0.082389289,0.281297408,101.4545455
18101,19.23,195.3,1.129649926,0.072802912,0.317326843,101.369697
18102,19,195,1.129750178,0.085263158,0.275990674,101.4060606
18103,19.33,195.2,1.129031053,0.085876875,0.30499185,101.4060606
18104,19.15,194.2,1.128866475,0.08772846,0.290811945,101.3272727
18105,19.33,194.7,1.128250601,0.071391619,0.268384522,101.3757576
18106,19.82,196.7,1.127757715,0.084258325,0.289251517,101.3151515
18107,21.47,197.6,1.126876053,0.07452259,0.296160599,101.4545455
18108,21.06,199.1,1.127039047,0.088319088,0.255698356,101.3939394
18109,21.13,199.3,1.126227176,0.089919546,0.251266594,101.369697
18110,21.22,199.7,1.125598004,0.082940622,0.270144489,101.3393939
18111,21.26,199.1,1.125428852,0.073847601,0.24263712,101.430303
18112,21.19,198,1.125247825,0.075979235,0.285997115,101.3454545
18113,21.65,197.8,1.124679364,0.084988453,0.26098208,101.3757576
18114,21.79,194.8,1.12424998,0.07434603,0.261495801,101.4363636
18115,20.59,195.1,1.124230005,0.077707625,0.276506342,101.369697
18116,19.9,197.2,1.124420074,0.077386935,0.27407574,101.4545455
18117,18.97,198.4,1.124667854,0.074855034,0.277781965,101.4121212
18118,18.21,200.1,1.12693687,0.064799561,0.224427973,101.5090909
18119,18.65,199.9,1.127782924,0.096514745,0.226763461,101.4848485
18120,16.91,201.6,1.129470564,0.068007096,0.297542399,101.430303
18121,16.48,202.3,1.129714477,0.075849515,0.308961306,101.4363636
18122,17.48,215.2,1.131060817,0.132723112,0.29297626,101.4242424
18123,19.87,252.6,1.136462674,0.160040262,0.275781498,101.4060606
18124,16.17,256.3,1.137766816,0.142857143,0.226867876,101.4787879
18125,16.14,251.8,1.138663588,0.109045849,0.201545034,101.4727273
18126,14.95,264.4,1.140303632,0.113712375,0.172969749,98.5030303
18127,14.05,267.1,1.142345201,0.126690391,0.175949596,93.32121212
18128,13.74,262.3,1.144772776,0.112081514,0.280496331,99.81818182
18129,13.7,261.3,1.146892963,0.10729927,0.297994095,98.94545455
18130,12.97,261.6,1.147807364,0.104086353,0.276874702,94.29090909
18131,13.85,257.2,1.149013262,0.123465704,0.23492111,101.5212121
18132,15.5,260.2,1.149658182,0.112258065,0.272577204,101.4727273
18133,14.96,259.2,1.150727788,0.118315508,0.252917224,101.4666667
18134,15.76,256.6,1.151614428,0.105964467,0.285357185,101.430303
18135,16.11,253.5,1.153040336,0.118559901,0.2631749,101.4121212
18136,16.25,253,1.154039289,0.110153846,0.25003476,101.4969697
18137,17.19,251.4,1.154332107,0.09947644,0.217010038,101.4484848
18138,18.73,256.6,1.154297324,0.117992525,0.221809108,101.3333333
18139,18.22,257.2,1.155565899,0.122392975,0.245982294,101.5333333
18140,17.12,255.3,1.156487471,0.112733645,0.230860669,101.5030303
18141,15.83,254.2,1.157068897,0.096020215,0.287202533,101.4545455
18142,15.88,257.3,1.15772733,0.098866499,0.283057387,101.5030303
18143,16.14,256.5,1.15877139,0.12267658,0.228836941,101.4424242
18144,15.85,255.4,1.15921329,0.105362776,0.2115657,101.5090909
18145,17.73,249.3,1.159011281,0.152284264,0.203203032,101.369697
18146,21.72,256.4,1.158252963,0.140883978,0.203335767,101.3575758
18147,20.94,254.4,1.159500873,0.114613181,0.195008753,101.4363636
18148,18.88,254.1,1.159785064,0.121822034,0.205713781,101.4545455
18149,18.43,258.7,1.159578621,0.103092784,0.15600555,101.4787879
18150,15.23,259,1.160535919,0.122783979,0.228688696,101.2787879
18151,16.1,256.1,1.161112077,0.130434783,0.211154047,101.1393939
18152,15.73,259.7,1.161209473,0.123966942,0.238270284,101.4363636
18153,15.85,253.6,1.16071469,0.099684543,0.227033939,101.5212121
18154,17.96,256.5,1.159916356,0.123051225,0.208616074,101.3757576
18155,17.06,256.2,1.160386532,0.094958968,0.220185069,101.5393939
18156,16.76,252.8,1.159937351,0.10202864,0.212633752,101.3757576
18157,15.89,252.8,1.159060078,0.145374449,0.217164267,101.4727273
18158,16.2,252.2,1.158753039,0.122222222,0.241660423,101.5454545
18159,18.1,251.7,1.159100036,0.151933702,0.247707513,101.4
18160,18.33,252.1,1.158340551,0.1167485,0.247129008,101.4363636
18161,17.65,250.3,1.156990138,0.126912181,0.220785477,101.4787879
18162,18.24,252.7,1.155955671,0.128837719,0.240262889,101.4
18163,18.34,254.9,1.154934962,0.114503817,0.169834209,101.5272727
18164,17.34,253,1.154475384,0.138985006,0.205182396,101.2606061
18165,18.33,254.1,1.153669583,0.115111839,0.208194393,101.5636364
18166,18.37,254.7,1.153461103,0.163309744,0.21703253,101.4121212
18167,18.45,253.7,1.154227317,0.120325203,0.24542949,101.3818182
18168,18.58,248.9,1.154505482,0.128094726,0.227663104,101.3515152
18169,17.83,245.8,1.153231009,0.104879417,0.27693672,101.5757576
18170,18.28,252.3,1.152788341,0.138402626,0.235650689,101.4181818
18171,20.24,249.9,1.151439608,0.093873518,0.253134258,101.430303
18172,18.49,255.5,1.151932212,0.098431585,0.216877504,101.5393939
18173,16.71,258.2,1.152936713,0.10652304,0.281652481,101.3878788
18174,17.8,258.8,1.152848479,0.134831461,0.249334441,101.4060606
18175,19.27,259.8,1.151615161,0.110015568,0.258887271,101.3939394
18176,20.02,262.4,1.152322912,0.125874126,0.209266265,101.4727273
18177,17.86,257.6,1.153865452,0.104703247,0.235965416,101.5515152
18178,17.5,257.7,1.154407305,0.123428571,0.256710219,101.4424242
18179,17.12,259.1,1.155137545,0.166471963,0.233741642,101.3515152
18180,19.1,258.6,1.155787023,0.103664921,0.287650701,101.4545455
18181,16.88,261,1.157202052,0.150473934,0.216843763,101.5636364
18182,15.55,259.5,1.15858293,0.115755627,0.27973093,101.4727273
18183,15.74,258.9,1.159018234,0.111817027,0.295394672,101.4909091
18184,14.45,259.8,1.159667548,0.109342561,0.281503154,100.8484848
18185,14.53,257.7,1.15990962,0.107364074,0.23352043,101.6
18186,13.38,257.6,1.160103527,0.122571001,0.305634313,100.8181818
18187,14.06,260.4,1.160821897,0.108819346,0.259452026,101.3333333
18188,13.06,259.9,1.16222013,0.10949464,0.303905024,100.4969697
18189,11.72,260.4,1.162830887,0.10665529,0.3041979,88.89090909
18190,12.22,259,1.1630007,0.090016367,0.345435693,95.87878788
18191,12.38,258.8,1.1634012,0.090468498,0.319792961,98.91515152
18192,12,258.7,1.164495351,0.08,0.335012337,96.72727273
18193,11.86,259.7,1.165229584,0.081787521,0.345840386,94.59393939
18194,12.07,259.7,1.166013086,0.082021541,0.400198515,95.8969697
18195,12.14,259.6,1.166821611,0.07660626,0.426304449,96.81818182
18196,11.66,261.4,1.167597329,0.071183533,0.397371163,88.26060606
18197,11.66,260.9,1.168508796,0.071183533,0.459749898,89.03030303
18198,11.77,258.2,1.169116042,0.089209856,0.487647026,95.77575758
18199,11.42,256.7,1.16957156,0.062171629,0.463310441,91.64848485
18200,11.24,254.9,1.170424027,0.053380783,0.503571997,88.22424242
18201,11.08,251.4,1.170553599,0.047833935,0.588793709,87.34545455
18202,11.84,248,1.171042752,0.052364865,0.587090478,93.13939394
18203,12.17,247.6,1.171160144,0.036976171,0.543155587,97.89090909
18204,11.77,243.5,1.171516585,0.049277825,0.618345314,94.83030303
18205,11.61,242,1.171270812,0.039621016,0.480875101,92.97575758
18206,12.16,241.9,1.170304346,0.036184211,0.495196544,98.53333333
18207,12.17,238.9,1.170562843,0.039441249,0.561880503,97.6
18208,12.46,238.7,1.169994822,0.044141252,0.486313711,100.6242424
18209,13.02,239.8,1.169724457,0.039170507,0.550927682,101.4484848
18210,13.16,239.7,1.169776572,0.037234043,0.527100222,101.4
18211,13.03,239,1.170172038,0.046815042,0.550447867,101.1818182
18212,13.26,233.2,1.170816103,0.053544495,0.518383403,101.430303
18213,14.47,233.1,1.169918364,0.031098825,0.557130963,101.4424242
18214,15.02,231,1.170348094,0.029294274,0.579667979,101.4424242
18215,15.02,231.7,1.170760615,0.027962716,0.581588628,101.430303
18216,14.63,230.9,1.171684918,0.025974026,0.639514216,101.4
18217,14.46,229.5,1.171495562,0.02835408,0.668906719,101.4666667
18218,14.59,229.3,1.172130325,0.026045236,0.730698297,101.4787879
18219,14.18,231.1,1.172958808,0.031029619,0.677987258,101.430303
18220,14.52,229.6,1.173841723,0.03030303,0.682260089,101.4909091
18221,14.81,228.3,1.173622627,0.031060095,0.680895506,101.4
18222,14.29,229.6,1.17345052,0.035689293,0.624032846,101.4545455
18223,14.46,228.4,1.174254909,0.03526971,0.629810415,101.4545455
18224,14.59,228.7,1.174107069,0.032899246,0.623331706,101.4363636
18225,14.92,228,1.174279324,0.040214477,0.666973564,101.3878788
18226,15.06,227.3,1.173979155,0.038512616,0.632135748,101.4909091
18227,14.94,226.1,1.174755128,0.03815261,0.643969495,101.3878788
18228,14.47,226.1,1.175373095,0.044920525,0.639519813,101.4545455
18229,14.21,225.9,1.176431951,0.055594652,0.621879676,101.2909091
18230,12.85,226,1.177731415,0.06692607,0.677952521,98.87272727
18231,12.96,226.5,1.178059607,0.069444444,0.634442331,100.6484848
18232,13.96,226,1.177155807,0.07234957,0.675369892,101.4181818
18233,15.06,227.8,1.175594469,0.070385126,0.612616905,101.4666667
18234,15.63,228.5,1.173998557,0.062699936,0.464606241,101.4909091
18235,15.21,228.1,1.174855678,0.060486522,0.513615186,101.4363636
18236,15.46,229,1.174934949,0.062095731,0.473849943,101.4848485
18237,15.53,228.8,1.175231053,0.05408886,0.543361209,101.4060606
18238,15.68,229.9,1.175495194,0.057397959,0.542899929,101.4484848
18239,15.76,230.3,1.175108877,0.052030457,0.455151777,101.4424242
18240,15.82,231.1,1.174577908,0.049936789,0.509031988,101.4424242
18241,15.77,231.1,1.174424053,0.048192771,0.487919803,101.4424242
18242,15.76,230.1,1.175147163,0.045050761,0.481253488,101.4363636
18243,15.33,231.3,1.175565502,0.044357469,0.503636683,101.4484848
18244,15.25,232.7,1.175083173,0.047213115,0.434596918,101.4181818
18245,15.27,232.1,1.174832939,0.055009823,0.393660838,101.4545455
18246,15.26,230.4,1.175136583,0.051114024,0.473565602,101.4787879
18247,16.05,230.3,1.175959633,0.051713396,0.473277159,101.4545455
18248,15.43,229.6,1.177105194,0.050550875,0.48380849,101.5030303
18249,15.24,229.8,1.177538531,0.062335958,0.476063552,101.4181818
18250,15.21,232.9,1.177944753,0.058514135,0.441197034,101.4606061
18251,13.9,233.8,1.178936316,0.058992806,0.432635319,101.2666667
18252,13.55,235.3,1.178883601,0.09298893,0.49975516,100.5636364
18253,13.33,239.7,1.178673786,0.074268567,0.467504513,101.1454545
18254,13.15,242,1.179028705,0.125475285,0.50199652,98.68484848
18255,14.08,242.4,1.177646543,0.116477273,0.548333026,101.5212121
18256,15.74,241.3,1.177004257,0.08386277,0.478432878,101.4969697
18257,15.87,242.2,1.177513298,0.076244486,0.512512677,101.4909091
18258,15.28,242.7,1.178292249,0.081151832,0.487310166,101.5393939
18259,15.72,241.8,1.177914322,0.085877863,0.518020091,101.4363636
18260,15.18,242.8,1.178575325,0.08168643,0.465496147,101.5030303
18261,14.56,244,1.17950216,0.081043956,0.499088352,101.4545455
18262,14.64,242.3,1.179491847,0.074453552,0.473385953,101.4787879
18263,14.8,242.8,1.179784721,0.07027027,0.471397576,101.4
18264,12.25,240.7,1.181445575,0.118367347,0.518435211,93.96363636
18265,11.93,240.1,1.182737893,0.102263202,0.541269104,96.00606061
18266,11.84,243.1,1.183515256,0.106418919,0.58953542,94.33333333
18267,11.92,242.8,1.18327003,0.115771812,0.511080059,94.27272727
18268,13.13,242.1,1.182887662,0.084539223,0.565246803,101.1939394
18269,13.45,241,1.183029747,0.078810409,0.579800729,101.0242424
18270,11.61,241.4,1.184079623,0.097329888,0.640922097,94.15757576
18271,12.26,242.8,1.184452814,0.088091354,0.601876908,96.84848485
18272,12.73,241.7,1.183875922,0.082482325,0.569723204,100.5151515
18273,13.41,241.4,1.183343648,0.077554064,0.491102734,101.1454545
18274,12.2,241.7,1.183809778,0.098360656,0.532368547,98.18181818
18275,11.29,242,1.184339885,0.116031887,0.617471072,88.56969697
18276,11.94,243.7,1.184023369,0.096314908,0.486834143,94.47272727
18277,12.48,244.3,1.183418001,0.100961538,0.500999088,99.80606061
18278,12.58,245.7,1.184089746,0.104928458,0.452809769,97.9030303
18279,12.66,246.5,1.184668767,0.078199052,0.456092096,99.0969697
18280,12.44,249.9,1.185058983,0.082797428,0.454084039,100
18281,11.49,252.5,1.184570553,0.098346388,0.486489462,94.03636364
18282,11.31,255.1,1.183744674,0.09372237,0.417978177,90.9030303
18283,10.59,256.7,1.182947074,0.108593012,0.356431516,80.76363636
18284,10.85,254.6,1.18244398,0.129953917,0.260344078,83.98181818
18285,11.21,254.9,1.182344254,0.124888492,0.289538507,89.29090909
18286,11.66,255.2,1.182263839,0.117495712,0.310252936,91.26060606
18287,10.84,255,1.181886092,0.120848708,0.26290428,87.42424242
18288,11.14,258.3,1.181905738,0.116696589,0.282407103,87.0969697
18289,10.14,258.8,1.181988676,0.15581854,0.233056575,77.57575758
18290,10.58,256.5,1.181530013,0.117202268,0.272145409,83.32121212
18291,10.13,258.4,1.181001032,0.151036525,0.209076124,77.53333333
18292,10.46,259.3,1.179796699,0.110898662,0.174433528,72.5030303
18293,10.97,258.2,1.180220278,0.113035552,0.205639661,88
18294,9.92,255.7,1.179489562,0.119959677,0.21372198,72.26666667
18295,10.35,251.3,1.179766455,0.114975845,0.254391862,81.43030303
18296,10.93,246.2,1.179484858,0.095150961,0.256041599,83.49090909
18297,11.04,245.2,1.178310249,0.138586957,0.260114744,83.03636364
18298,11.61,247,1.178046232,0.079242033,0.259471907,93.52121212
18299,11.25,248.8,1.177340151,0.110222222,0.2594031,88.86666667
18300,11.11,247.3,1.174959281,0.119711971,0.233807811,85.38181818
18301,11.12,249,1.173636387,0.10881295,0.231368195,86.43030303
18302,10.99,252.2,1.170360336,0.142857143,0.270483343,83.87878788
18303,13.09,247.3,1.169172354,0.10236822,0.297331302,99.9030303
18304,14.07,250,1.169018685,0.101634684,0.231049957,101.2484848
18305,13.78,248,1.167693673,0.125544267,0.252373946,100.3030303
18306,13.8,249.3,1.166744217,0.119565217,0.205597812,100.9878788
18307,15.01,252.2,1.166138856,0.107261825,0.185081059,101.4606061
18308,16.58,252,1.164864865,0.090470446,0.229865881,101.5030303
18309,17.2,253.8,1.164003783,0.124418605,0.262915008,101.4121212
18310,17.52,256,1.163718591,0.103881279,0.239389446,101.4969697
18311,17.91,253.9,1.163376875,0.096594082,0.246328304,101.4606061
18312,17.11,253.9,1.162541019,0.112215079,0.223812081,101.4363636
18313,17.24,257.7,1.16174679,0.125290023,0.279734689,101.2363636
18314,16.66,254.7,1.161402094,0.148859544,0.247999057,101.4424242
18315,16.69,255.7,1.161542298,0.119832235,0.262455172,101.5333333
18316,16.99,259.5,1.161149774,0.107121836,0.234175213,101.5090909
18317,17.35,255.7,1.160901567,0.121613833,0.31884492,101.4666667
18318,17,256.3,1.161025675,0.136470588,0.252983779,101.5212121
18319,16.78,255.3,1.160629608,0.129916567,0.237268105,101.4606061
18320,17.2,256.7,1.160373703,0.118023256,0.202684292,101.4424242
18321,15.7,257.1,1.160797729,0.123566879,0.234029945,101.4545455
18322,17.07,256.9,1.160169992,0.12360867,0.260647498,101.3333333
18323,17.17,258.1,1.160281947,0.139196273,0.221559547,101.5333333
18324,16.67,258.9,1.160342036,0.128974205,0.264289763,101.4484848
18325,16.82,258.9,1.16000252,0.156956005,0.282687124,101.3454545
18326,17.33,265.3,1.160022552,0.144258511,0.255064071,101.5030303
18327,15.24,265.1,1.160969917,0.141076115,0.266000029,100.9575758
18328,15.86,261.2,1.16108188,0.151954603,0.262849016,100.3272727
18329,16.96,260.2,1.161770227,0.135023585,0.244824674,101.4848485
18330,16.31,262.5,1.16225075,0.103617413,0.28283334,101.4
18331,16.52,261.8,1.162855995,0.122276029,0.238216996,101.5333333
18332,15.47,265.9,1.163967233,0.127343245,0.279644007,100.8484848
18333,15.4,263.7,1.16462616,0.118181818,0.325640044,101.5212121
18334,16.28,263.8,1.165318523,0.128992629,0.297383733,101.3515152
18335,15.88,267.1,1.166224421,0.102644836,0.295804796,99.82424242
18336,14.23,267.1,1.167845962,0.103302881,0.327365974,98.43636364
18337,13.51,261,1.169148735,0.103626943,0.390883352,100.2909091
18338,13.57,260.8,1.170173576,0.112011791,0.398766717,101.4484848
18339,14.06,262.2,1.170542283,0.108108108,0.385474207,100.8
18340,13.67,259.8,1.171629685,0.100219459,0.391693796,100.5878788
18341,13.32,257.5,1.172738519,0.102102102,0.393003808,100.8606061
18342,13.29,258.5,1.173662846,0.105342363,0.418053094,101.1939394
18343,14.66,259.8,1.173679426,0.107094134,0.415305206,101.5393939
18344,14.47,265.8,1.174821806,0.107809261,0.36813692,97.83030303
18345,14.67,273.9,1.175809421,0.122017723,0.427806999,100.2909091
18346,12.67,276.7,1.177564627,0.082083662,0.410946816,95.55151515
18347,11.42,280.1,1.179044202,0.093695271,0.330764464,88.75151515
18348,10.81,282,1.180173044,0.100832562,0.33181299,91.89090909
18349,8.15,289.5,1.180979045,0.233128834,-0.212944326,88.89090909
18350,7.52,290.8,1.182222542,0.182180851,-0.181425698,86.53939394
18351,7.29,294.1,1.183229637,0.164609053,-0.247699096,90
18352,8.2,302.5,1.184716371,0.132926829,0.074369267,95.13333333
18353,7.39,304.8,1.186798388,0.123139378,-0.014978007,82.50909091
18354,6.93,304.9,1.188162654,0.148629149,0.051885105,72.82424242
18355,6.93,301,1.189198138,0.189033189,-0.056957738,80.36363636
18356,6.92,296.2,1.190458651,0.171965318,-0.302614311,94.9030303
18357,6.81,297.1,1.191336937,0.173274596,-0.202494649,97.70909091
18358,6.18,297.1,1.192987922,0.182847896,-0.244786528,82.98181818
18359,6.96,298.3,1.193847956,0.147988506,0.035386021,88.87272727
18360,7.8,299.1,1.194509095,0.134615385,0.022899482,94.34545455
18361,7.83,301.7,1.195889769,0.116219668,0.198694647,92.92727273
18362,7.12,300.4,1.197518101,0.134831461,0.089115736,83.56969697
18363,6.37,301.8,1.198878004,0.153846154,0.063670189,69.53333333
18364,6.5,298.2,1.199722531,0.238461538,-0.145489675,77.33939394
18365,7.23,294.8,1.200444718,0.208852006,-0.224794048,91.18787879
18366,7.14,295.2,1.201747231,0.204481793,-0.247057725,91.57575758
18367,6.61,297.6,1.203278152,0.137670197,-0.168208379,91.74545455
18368,7.62,301.6,1.204694565,0.128608924,0.119771872,90.45454545
18369,6.83,303.6,1.206042879,0.143484627,-0.038687133,82.89090909
18370,7.28,304,1.207079806,0.133241758,0.021461327,80.4
18371,8.26,309.4,1.2089301,0.153753027,0.065495558,77.84848485
18372,9.32,305.9,1.210076497,0.206008584,-0.037809084,98.54545455
18373,11.98,308.1,1.210573385,0.165275459,0.075431019,101.5393939
18374,11.61,308.5,1.211797942,0.153316107,0.087807087,100.3030303
18375,9.28,302.6,1.213590811,0.139008621,-0.063704007,98.87878788
18376,9.19,300.4,1.214577891,0.159956474,-0.061969665,101.5272727
18377,9.61,303.1,1.215379878,0.143600416,0.027911111,101.3515152
18378,9.2,303,1.216432802,0.136956522,-0.064250019,101.0787879
18379,10.35,304,1.217287006,0.142028986,0.006447697,101.2909091
18380,10.62,303.7,1.218111433,0.13747646,0.025241522,101.7030303
18381,11.55,302.7,1.218817889,0.154112554,0.092278239,101.5272727
18382,10.98,300.4,1.219205886,0.146630237,0.03465964,101.4909091
18383,10.88,301.4,1.219775691,0.166360294,0.030836637,101.5030303
18384,9.53,299,1.220584005,0.14270724,-0.08236194,101.2121212
18385,9.69,298.9,1.220596534,0.143446852,-0.061045279,101.5757576
18386,10.21,301.7,1.221192415,0.185112635,0.00217661,101.5333333
18387,8.97,301.8,1.222498258,0.201783724,-0.004947062,100.1454545
18388,11.29,302.7,1.222574459,0.193976971,0.04772746,101.5818182
18389,12.72,302.9,1.222857913,0.196540881,-0.039804954,101.4787879
18390,12.11,303.5,1.223014396,0.132122213,-0.021902199,101.6
18391,11.28,306.4,1.223277934,0.188829787,0.041742465,101.430303
18392,11.53,303.8,1.223164154,0.156114484,0.017406332,101.3333333
18393,10.37,305.4,1.223459151,0.18804243,-0.019194618,100.7030303
18394,9.15,302.4,1.223672137,0.167213115,-0.050402845,101.2727273
18395,8.18,301.3,1.223961036,0.209046455,-0.177375469,95.50909091
18396,8.96,301.8,1.223929835,0.196428571,-0.099384206,99.65454545
18397,10.86,306.8,1.223678253,0.142725599,0.070653124,98.48484848
18398,10.58,306.8,1.223967142,0.18241966,-0.041597284,99.33333333
18399,9.69,305.7,1.224419191,0.172342621,-0.069948016,90.23636364
18400,7.64,303.1,1.224612722,0.238219895,-0.10227418,80.33939394
18401,8.78,304.9,1.224820714,0.25284738,-0.113428175,92.67272727
18402,8.34,302.8,1.225059119,0.190647482,-0.015922864,86.31515152
18403,7.78,302.3,1.225442041,0.222365039,-0.042418158,86.97575758
18404,8.65,306.8,1.225826402,0.212716763,-0.060790021,87.23636364
18405,10.32,306.9,1.22570089,0.188953488,0.008626147,100.3818182
18406,9.93,306.7,1.225984015,0.210473313,-0.055229848,99.40606061
18407,9.48,306.5,1.226367632,0.188818565,-0.060099381,94.32727273
18408,8.51,304.1,1.226933109,0.206815511,-0.069378933,92.54545455
18409,7.83,303.2,1.227329454,0.191570881,-0.190196937,86.3030303
18410,6.64,304.2,1.227593134,0.189759036,-0.213529756,79.07878788
18411,7.35,304.8,1.227535147,0.178231293,-0.047834528,81.44848485
18412,7.42,308.4,1.227983002,0.180592992,0.015018516,72.66060606
18413,6.3,304.8,1.228340553,0.217460317,-0.065999181,48.64848485
18414,6.49,306.8,1.228617471,0.266563945,-0.116670555,64.83636364
18415,8.58,309.5,1.228378223,0.242424242,0,83.98787879
18416,8.09,309.5,1.228560628,0.218788628,-0.027288182,74.74545455
18417,8.19,308.8,1.228709956,0.194139194,-0.061519033,69.60606061
18418,8.67,310.3,1.228962455,0.171856978,0.083534359,83.56969697
18419,8.42,310.5,1.229062911,0.219714964,-0.010527176,72.67272727
18420,9.39,310.1,1.228707922,0.219382322,0.081920154,86.61212121
18421,10.91,311.2,1.228948507,0.201649863,0.117043898,92.65454545
18422,11.35,315.6,1.228536798,0.163876652,0.16446032,85.43030303
18423,8.85,313.8,1.229004987,0.13220339,0.084409226,52.43030303
18424,9.68,314.2,1.229192481,0.123966942,0.062836261,44.65454545
18425,9.8,316.1,1.229354134,0.124489796,0.121103326,64.66666667
18426,11.22,316.3,1.229790317,0.179144385,0.174990454,74.87272727
18427,10.95,317.3,1.229692085,0.136986301,0.157600129,88.81212121
18428,12.35,321.3,1.229698732,0.108502024,0.201298568,82.32121212
18429,12.04,316.5,1.230361672,0.158637874,0.148773141,96.90909091
18430,12.3,316.3,1.230391047,0.136585366,0.1648887,99.05454545
18431,13.77,315.9,1.230272248,0.116920842,0.181425698,100.2787879
18432,11.65,315.1,1.229855722,0.135622318,0.133589009,100.569697
18433,11.37,316.4,1.229848315,0.123131047,0.145309351,95.67272727
18434,11.27,319.2,1.230086487,0.130434783,0.197756179,96.50909091
18435,12.28,317.4,1.230136629,0.129478827,0.176889043,101.0727273
18436,13.33,316.7,1.230138189,0.086271568,0.164226349,97.59393939
18437,10.69,318.9,1.230827735,0.136576239,0.170532646,93.86060606
18438,10.41,323.9,1.230780963,0.124879923,0.168389157,96.94545455
18439,9.93,320.4,1.231190458,0.109768379,0.138439193,83.99393939
18440,10.42,313.2,1.231078479,0.183301344,0.143070695,77.42424242
18441,10.3,308.2,1.231995194,0.19223301,0.010808927,91.72121212
18442,11.14,320.7,1.232052105,0.122082585,0.118766853,91.73333333
18443,10.52,322.4,1.232291402,0.100760456,0.187138406,85.51515152
18444,11.99,318,1.231875565,0.099249374,0.232178148,92.73939394
18445,11.02,325.3,1.232231684,0.122504537,0.204662293,86.92121212
18446,10.1,327.5,1.231679374,0.131683168,0.136036182,80.10909091
18447,10.7,319.3,1.231175358,0.088785047,0.204245083,73.27272727
18448,10.23,320.6,1.231306529,0.103616813,0.202172646,76.86666667
18449,9.96,317.4,1.231298967,0.115461847,0.200582979,73.4
18450,10.04,320.2,1.231076695,0.091633466,0.186845576,63.53333333
18451,8.92,314,1.230891278,0.18161435,0.096701115,61.5030303
18452,7.98,308.7,1.230719322,0.243107769,-0.041364884,71.20606061
18453,9.02,310.9,1.229919249,0.196230599,0.017305163,83.67272727
18454,8.77,307.3,1.230112075,0.1995439,0.002534205,73.67272727
18455,6.96,305,1.230538367,0.21408046,-0.212866051,79.96363636
18456,7.07,304.4,1.229990502,0.198019802,-0.163488512,71.92727273
18457,8.42,307.5,1.230439046,0.204275534,-0.049565616,84.7030303
18458,8.01,307.7,1.22973878,0.207240949,0.005553078,76.95757576
18459,10.66,313.5,1.229716006,0.1369606,0.087118227,83.48484848
18460,11.2,312.9,1.229343656,0.133928571,0.118113381,91.34545455
18461,10.2,313,1.229865391,0.162745098,0.160259767,87.61212121
18462,9.93,314.8,1.229983863,0.130916415,0.11711522,67.35757576
18463,10.3,313.4,1.230235646,0.142718447,0.163284154,74.09090909
18464,8.41,311.2,1.229924131,0.190249703,0.141770762,64.09090909
18465,7.59,309.3,1.229348226,0.218708827,-0.071983942,46.28484848
